problem,num_nodes,num_edges,traffic_seed,tm_model,scale_factor,num_commodities,total_demand,algo,clustering_algo,num_partitions,size_of_largest_partition,partition_runtime,num_paths,edge_disjoint,dist_metric,iteration,total_flow,runtime,r1_runtime,r2_runtime,recon_runtime,r3_runtime,kirchoffs_runtime
Colt.graphml,153,354,121297824,gravity,8.0,23256,6007.76416015625,ncflow_edge_per_iter,fm_partitioning,36,11,0.005678,4,True,inv-cap,0,5957.43301977776,0.042612552642822266,0.006577014923095703,0.00945901870727539,0.002585887908935547,0.004308938980102539,0.019681692123413086
Colt.graphml,153,354,1566147221,gravity,8.0,23255,6005.8583984375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005691,4,True,inv-cap,0,5957.221841010498,0.04592084884643555,0.006560087203979492,0.010029077529907227,0.002628803253173828,0.0037980079650878906,0.02290487289428711
Colt.graphml,153,354,1200865651,gravity,64.0,23256,47867.94921875,ncflow_edge_per_iter,fm_partitioning,36,11,0.004851,4,True,inv-cap,0,20735.37450939417,0.037551164627075195,0.01513814926147461,0.004287004470825195,0.002459287643432617,0.004006862640380859,0.011659860610961914
Colt.graphml,153,354,1200865651,gravity,64.0,23256,47867.94921875,ncflow_edge_per_iter,fm_partitioning,36,11,0.004851,4,True,inv-cap,1,568.3319118367427,0.06725811958312988,0.007683992385864258,0.0013480186462402344,0.002046823501586914,0.003534078598022461,0.052645206451416016
Colt.graphml,153,354,370310286,gravity,64.0,23252,48045.21484375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005645,4,True,inv-cap,0,20525.338767312467,0.11546492576599121,0.009671926498413086,0.004108905792236328,0.0021059513092041016,0.004104137420654297,0.0954740047454834
Colt.graphml,153,354,370310286,gravity,64.0,23252,48045.21484375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005645,4,True,inv-cap,1,863.9669556326669,0.018974781036376953,0.008220911026000977,0.002215147018432617,0.0021026134490966797,0.004075050354003906,0.0023610591888427734
Colt.graphml,153,354,1108214735,gravity,16.0,23256,11981.1484375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005794,4,True,inv-cap,0,9789.171114880592,0.04228639602661133,0.009708881378173828,0.00837397575378418,0.0028023719787597656,0.003846883773803711,0.017554283142089844
Colt.graphml,153,354,1108214735,gravity,16.0,23256,11981.1484375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005794,4,True,inv-cap,1,356.7037895013405,0.008929729461669922,0.0022687911987304688,0.001184701919555664,0.0021131038665771484,0.0018620491027832031,0.0015010833740234375
Colt.graphml,153,354,1206377874,gravity,16.0,23255,11995.87109375,ncflow_edge_per_iter,fm_partitioning,36,11,0.004773,4,True,inv-cap,0,9840.018544299994,0.03439021110534668,0.004363059997558594,0.008107900619506836,0.002340078353881836,0.0036568641662597656,0.01592230796813965
Colt.graphml,153,354,1206377874,gravity,16.0,23255,11995.87109375,ncflow_edge_per_iter,fm_partitioning,36,11,0.004773,4,True,inv-cap,1,322.44634097271165,0.008484363555908203,0.0022568702697753906,0.0013039112091064453,0.002025604248046875,0.0016911029815673828,0.0012068748474121094
